,date,state,positive,totalTestResults,death,positiveIncrease,negativeIncrease,total,totalTestResultsIncrease,posNeg,deathIncrease,hospitalizedIncrease,Dose1_Total,Dose1_Total_pct,Dose1_65Plus,Dose1_65Plus_pct,Complete_Total,Complete_Total_pct,Complete_65Plus,Complete_65Plus_pct
4662,2020-09-28,Idaho,40501.0,303252.0,460.0,205,1868,306854,2046,306854,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6507,2020-09-28,Kentucky,66939.0,1293140.0,1162.0,448,0,66939,18452,66939,5,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17305,2020-09-28,Virginia,146593.0,2027168.0,3172.0,449,0,146881,24039,146593,13,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3558,2020-09-28,Florida,692962.0,7929199.0,14207.0,728,7493,5257334,19004,5253332,5,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15425,2020-09-28,South Dakota,21738.0,265059.0,218.0,197,643,188344,1715,188344,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12479,2020-09-28,North Carolina,208248.0,3002591.0,3445.0,868,0,208248,25913,208248,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15793,2020-09-28,Tennessee,193732.0,2840109.0,2389.0,737,0,193732,14735,193732,12,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8390,2020-09-28,Michigan,135702.0,3629903.0,7051.0,1329,0,135702,51319,135702,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18834,2020-09-28,Wyoming,5754.0,169450.0,50.0,121,1956,100116,4151,100116,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9855,2020-09-28,Montana,12413.0,337196.0,174.0,306,0,12413,6889,12413,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13948,2020-09-28,Oregon,32820.0,1058679.0,547.0,239,2580,671490,5312,671490,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5773,2020-09-28,Iowa,84002.0,755316.0,1320.0,366,327,755316,693,755316,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13213,2020-09-28,Ohio,151802.0,3144141.0,4746.0,993,0,151802,35868,151802,5,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8757,2020-09-28,Minnesota,97638.0,2003115.0,2067.0,904,12449,1397865,22015,1397865,7,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9489,2020-09-28,Missouri,124686.0,1813137.0,2064.0,1280,3572,1302958,113818,1302958,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12110,2020-09-28,New York,456460.0,10561122.0,25468.0,834,0,456460,52936,456460,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8018,2020-09-28,Massachusetts,131072.0,3931219.0,9415.0,430,12682,2207953,49373,2207953,11,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14690,2020-09-28,Rhode Island,24424.0,753156.0,1110.0,26,538,335684,2008,335684,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16163,2020-09-28,Texas,739222.0,6486587.0,15533.0,4090,0,739222,16459,739222,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18462,2020-09-28,Wisconsin,124217.0,2302936.0,1293.0,1739,6159,1529756,23385,1529594,2,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15059,2020-09-28,South Carolina,146455.0,1273928.0,3337.0,568,20822,1273928,21390,1273928,11,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11371,2020-09-28,New Jersey,209085.0,3571282.0,16103.0,619,52479,3571282,53098,3571282,-2,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
572,2020-09-28,Alaska,7663.0,444791.0,56.0,114,0,7663,1922,7663,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17725,2020-09-28,Washington,88761.0,1837206.0,2100.0,328,0,88761,16583,88761,0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6140,2020-09-28,Kansas,58629.0,513909.0,637.0,2037,9102,513909,11139,513909,5,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4296,2020-09-28,Hawaii,12295.0,405531.0,132.0,98,1807,293741,4280,293741,1,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9123,2020-09-28,Mississippi,97049.0,735892.0,2921.0,190,4807,735892,4997,735892,2,237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2419,2020-09-28,Connecticut,57147.0,1759882.0,4503.0,560,0,57147,5688,57147,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13579,2020-09-28,Oklahoma,85194.0,1160669.0,1007.0,1684,0,1167322,1684,1160669,3,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12845,2020-09-28,North Dakota,20940.0,603922.0,237.0,259,860,238694,3855,238694,3,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2046,2020-09-28,Colorado,69490.0,1326642.0,2044.0,411,6082,899874,13239,899874,3,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16899,2020-09-28,Vermont,1749.0,279263.0,58.0,3,829,159999,7878,159999,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14318,2020-09-28,Pennsylvania,156826.0,3001687.0,8107.0,676,10421,2012317,19908,2012317,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7607,2020-09-28,Maryland,123880.0,2573607.0,3938.0,477,8259,1603099,17902,1603099,3,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
941,2020-09-28,Arizona,217510.0,2155348.0,5623.0,273,5134,1453252,6529,1453252,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3927,2020-09-28,Georgia,315281.0,2898498.0,6961.0,596,0,315281,12229,315281,15,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6873,2020-09-28,Louisiana,166315.0,2289618.0,5480.0,240,6229,2289618,6469,2289618,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18092,2020-09-28,West Virginia,15512.0,549403.0,337.0,164,0,15512,5664,15512,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10610,2020-09-28,Nevada,79191.0,1010266.0,1585.0,463,3254,692673,2278,692673,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1677,2020-09-28,California,805263.0,14484852.0,15608.0,2955,0,805263,151354,805263,21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1308,2020-09-28,Arkansas,82049.0,997698.0,1329.0,807,56285,1000226,57071,1000226,21,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10979,2020-09-28,New Hampshire,8208.0,432396.0,439.0,36,1845,269367,0,269367,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5031,2020-09-28,Illinois,292128.0,5520652.0,8858.0,1709,0,292128,41142,292128,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1309,2020-09-29,Arkansas,82755.0,1007905.0,1350.0,706,9725,1010657,10207,1010657,21,106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12111,2020-09-29,New York,457649.0,10649353.0,25470.0,1189,0,457649,88231,457649,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
942,2020-09-29,Arizona,218184.0,2174410.0,5632.0,674,4164,1458090,19062,1458090,9,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4663,2020-09-29,Idaho,40923.0,304891.0,460.0,422,1266,308542,1639,308542,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12480,2020-09-29,North Carolina,209137.0,3016380.0,3494.0,889,0,209137,13789,209137,49,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9490,2020-09-29,Missouri,124762.0,1826199.0,2086.0,76,0,1303034,13062,1303034,22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8019,2020-09-29,Massachusetts,131584.0,3988224.0,9423.0,512,13674,2222139,57005,2222139,8,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15060,2020-09-29,South Carolina,147634.0,1300414.0,3359.0,1179,25307,1300414,26486,1300414,22,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17726,2020-09-29,Washington,88961.0,1848463.0,2100.0,200,0,88961,11257,88961,0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9124,2020-09-29,Mississippi,97638.0,736481.0,2957.0,589,0,736481,589,736481,36,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3928,2020-09-29,Georgia,316306.0,2910833.0,6994.0,1025,0,316306,12335,316306,33,142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1678,2020-09-29,California,807425.0,14613545.0,15640.0,2162,0,807425,128693,807425,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5032,2020-09-29,Illinois,293490.0,5566276.0,8881.0,1362,0,293490,45624,293490,23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14319,2020-09-29,Pennsylvania,157814.0,3028137.0,8123.0,988,11270,2024575,26450,2024575,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13214,2020-09-29,Ohio,152907.0,3175764.0,4783.0,1105,0,152907,31623,152907,37,106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2787,2020-09-29,Delaware,20531.0,428230.0,635.0,142,1531,285488,3259,285488,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10243,2020-09-29,Nebraska,44578.0,611080.0,472.0,515,3681,452557,4238,452557,2,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18463,2020-09-29,Wisconsin,126664.0,2323864.0,1310.0,2447,8397,1540646,20928,1540438,17,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15426,2020-09-29,South Dakota,21997.0,266845.0,223.0,259,543,189146,1786,189146,5,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6508,2020-09-29,Kentucky,67856.0,1362929.0,1170.0,917,0,67856,69789,67856,8,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11740,2020-09-29,New Mexico,29157.0,914986.0,875.0,172,0,29157,5481,29157,2,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2420,2020-09-29,Connecticut,57329.0,1788849.0,4505.0,182,0,57329,28967,57329,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17306,2020-09-29,Virginia,147516.0,2039510.0,3187.0,923,0,147876,12342,147516,15,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8391,2020-09-29,Michigan,136820.0,3653724.0,7072.0,1118,0,136820,23821,136820,21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7608,2020-09-29,Maryland,124311.0,2588690.0,3946.0,431,6780,1610310,15083,1610310,8,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16530,2020-09-29,Utah,72136.0,1045019.0,457.0,694,5519,812209,8919,812209,4,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13580,2020-09-29,Oklahoma,86219.0,1192403.0,1018.0,1025,30709,1195540,31734,1192403,11,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4297,2020-09-29,Hawaii,12382.0,407960.0,132.0,87,2765,296593,2429,296593,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13949,2020-09-29,Oregon,32994.0,1063982.0,547.0,174,3365,675029,5303,675029,0,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12846,2020-09-29,North Dakota,21359.0,608385.0,242.0,419,693,239806,4463,239806,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10980,2020-09-29,New Hampshire,8233.0,438972.0,439.0,25,812,270204,6576,270204,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7240,2020-09-29,Maine,5337.0,418629.0,141.0,37,0,5337,4559,5337,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15794,2020-09-29,Tennessee,194611.0,2853067.0,2420.0,879,0,194611,12958,194611,31,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10611,2020-09-29,Nevada,79595.0,1017298.0,1593.0,404,2643,695720,7032,695720,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3559,2020-09-29,Florida,696171.0,7993421.0,14313.0,3209,25178,5285700,64222,5281719,106,252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18093,2020-09-29,West Virginia,15692.0,552430.0,345.0,180,0,15692,3027,15692,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3155,2020-09-29,District of Columbia,15300.0,386396.0,626.0,36,0,15300,3348,15300,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16900,2020-09-29,Vermont,1753.0,280558.0,58.0,4,751,160754,1295,160754,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6874,2020-09-29,Louisiana,166848.0,2307757.0,5490.0,533,17606,2307757,18139,2307757,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11372,2020-09-29,New Jersey,209636.0,3571833.0,16113.0,551,0,3571833,551,3571833,10,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5407,2020-09-29,Indiana,119066.0,2101635.0,3612.0,744,4317,1371355,30052,1371355,21,104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9856,2020-09-29,Montana,12724.0,339926.0,177.0,311,0,12724,2730,12724,3,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14691,2020-09-29,Rhode Island,24556.0,760228.0,1113.0,132,2082,337898,7072,337898,3,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8758,2020-09-29,Minnesota,98447.0,2017350.0,2072.0,809,7904,1406578,14235,1406578,5,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
573,2020-09-29,Alaska,7785.0,451056.0,56.0,122,0,7785,6265,7785,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18835,2020-09-29,Wyoming,5821.0,174686.0,50.0,67,360,100543,5236,100543,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5774,2020-09-29,Iowa,84476.0,758388.0,1328.0,474,2598,758388,3072,758388,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2047,2020-09-29,Colorado,70025.0,1341180.0,2046.0,535,6743,907152,14538,907152,2,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6141,2020-09-29,Kansas,58629.0,513909.0,637.0,0,0,513909,0,513909,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16164,2020-09-29,Texas,743284.0,6544585.0,15604.0,4062,0,743284,57998,743284,71,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,2020-09-29,Alabama,153554.0,1119712.0,2517.0,571,2872,1136717,3366,1136717,16,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4664,2020-09-30,Idaho,41434.0,306706.0,464.0,511,1388,310441,1815,310441,4,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7609,2020-09-30,Maryland,124725.0,2605913.0,3949.0,414,7283,1618007,17223,1618007,3,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8020,2020-09-30,Massachusetts,132116.0,4050617.0,9456.0,532,13894,2236565,62393,2236565,33,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1679,2020-09-30,California,810625.0,14705202.0,15792.0,3200,0,810625,91657,810625,152,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18094,2020-09-30,West Virginia,15848.0,555780.0,350.0,156,0,15848,3350,15848,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8759,2020-09-30,Minnesota,99134.0,2030167.0,2089.0,687,7436,1414701,12817,1414701,17,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10612,2020-09-30,Nevada,79980.0,1026287.0,1600.0,385,1991,698096,8989,698096,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8392,2020-09-30,Michigan,138014.0,3683262.0,7083.0,1194,0,138014,29538,138014,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14692,2020-09-30,Rhode Island,24748.0,769822.0,1114.0,192,2511,340601,9594,340601,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15061,2020-09-30,South Carolina,147942.0,1309098.0,3378.0,308,8376,1309098,8684,1309098,19,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12847,2020-09-30,North Dakota,21803.0,613487.0,249.0,444,1199,241449,5102,241449,7,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4298,2020-09-30,Hawaii,12469.0,411384.0,132.0,87,0,296680,3424,296680,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16165,2020-09-30,Texas,748967.0,6598829.0,15711.0,5683,0,748967,54244,748967,107,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
574,2020-09-30,Alaska,7889.0,457207.0,56.0,104,0,7889,6151,7889,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13581,2020-09-30,Oklahoma,87199.0,1204028.0,1031.0,980,10645,1208954,11625,1204028,13,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11373,2020-09-30,New Jersey,210458.0,3618215.0,16122.0,822,45560,3618215,46382,3618215,9,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17727,2020-09-30,Washington,89739.0,1854399.0,2124.0,778,0,89739,5936,89739,24,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9125,2020-09-30,Mississippi,98190.0,737033.0,2969.0,552,0,737033,552,737033,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3929,2020-09-30,Georgia,318026.0,2933679.0,7021.0,1720,0,318026,22846,318026,27,183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5033,2020-09-30,Illinois,295763.0,5624822.0,8916.0,2273,0,295763,58546,295763,35,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3156,2020-09-30,District of Columbia,15326.0,387860.0,627.0,26,0,15326,1464,15326,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13215,2020-09-30,Ohio,153987.0,3202629.0,4804.0,1080,0,153987,26865,153987,21,103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12112,2020-09-30,New York,458649.0,10747313.0,25479.0,1000,0,458649,97960,458649,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5775,2020-09-30,Iowa,85596.0,764867.0,1344.0,1120,5359,764867,6479,764867,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6142,2020-09-30,Kansas,59749.0,521450.0,678.0,1120,6421,521450,7541,521450,41,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2048,2020-09-30,Colorado,70536.0,1357159.0,2051.0,511,8721,916384,15979,916384,5,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1310,2020-09-30,Arkansas,83697.0,1029717.0,1369.0,942,21205,1032804,21812,1032804,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
943,2020-09-30,Arizona,218507.0,2193467.0,5650.0,323,3735,1462148,19057,1462148,18,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6875,2020-09-30,Louisiana,167458.0,2318604.0,5511.0,610,10237,2318604,10847,2318604,21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17307,2020-09-30,Virginia,148271.0,2049988.0,3208.0,755,0,148585,10478,148271,21,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9491,2020-09-30,Missouri,126113.0,1847369.0,2118.0,1351,0,1304385,21170,1304385,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18836,2020-09-30,Wyoming,5948.0,178373.0,50.0,127,490,101160,3687,101160,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,2020-09-30,Alabama,154701.0,1132039.0,2540.0,1147,11312,1149176,12327,1149176,23,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11741,2020-09-30,New Mexico,29435.0,921009.0,877.0,278,0,29435,6023,29435,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5408,2020-09-30,Indiana,120019.0,2133262.0,3632.0,953,7542,1379850,31627,1379850,20,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14320,2020-09-30,Pennsylvania,158967.0,3053816.0,8142.0,1153,12366,2038094,25679,2038094,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12481,2020-09-30,North Carolina,210632.0,3030055.0,3532.0,1495,0,210632,13675,210632,38,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16531,2020-09-30,Utah,73042.0,1056118.0,459.0,906,6872,819987,11099,819987,2,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16901,2020-09-30,Vermont,1756.0,282735.0,58.0,3,603,161360,2177,161360,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2421,2020-09-30,Connecticut,57550.0,1819479.0,4508.0,221,0,57550,30630,57550,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10981,2020-09-30,New Hampshire,8266.0,445475.0,439.0,33,3476,273713,6503,273713,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3560,2020-09-30,Florida,698051.0,8034148.0,14488.0,1880,9120,5296699,40727,5292719,175,253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2788,2020-09-30,Delaware,20613.0,430146.0,636.0,82,992,286562,1916,286562,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9857,2020-09-30,Montana,13071.0,343158.0,180.0,347,0,13071,3232,13071,3,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15795,2020-09-30,Tennessee,196139.0,2876722.0,2454.0,1528,0,196139,23655,196139,34,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18464,2020-09-30,Wisconsin,129123.0,2346977.0,1337.0,2459,9473,1552560,23113,1552370,27,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15427,2020-09-30,South Dakota,22389.0,269742.0,223.0,392,1231,190769,2897,190769,0,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13950,2020-09-30,Oregon,33291.0,1072515.0,555.0,297,4057,679383,8533,679383,8,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10244,2020-09-30,Nebraska,45044.0,618352.0,478.0,466,2615,455638,7272,455638,6,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6509,2020-09-30,Kentucky,68840.0,1375987.0,1174.0,984,0,68840,13058,68840,4,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7241,2020-09-30,Maine,5391.0,425591.0,141.0,54,0,5391,6962,5391,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10982,2020-10-01,New Hampshire,8317.0,450814.0,441.0,51,2070,275834,5339,275834,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2049,2020-10-01,Colorado,71218.0,1376920.0,2054.0,682,10142,927208,19761,927208,3,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8393,2020-10-01,Michigan,139012.0,3719187.0,7102.0,998,0,139012,35925,139012,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18465,2020-10-01,Wisconsin,132123.0,2379952.0,1358.0,3000,11474,1567006,32975,1566844,21,109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9492,2020-10-01,Missouri,127912.0,1855986.0,2128.0,1799,9234,1315418,8617,1315418,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17728,2020-10-01,Washington,90372.0,1868089.0,2126.0,633,0,90372,13690,90372,2,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12113,2020-10-01,New York,460031.0,10856531.0,25490.0,1382,0,460031,109218,460031,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
575,2020-10-01,Alaska,8026.0,462323.0,57.0,137,0,8026,5116,8026,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4299,2020-10-01,Hawaii,12589.0,415967.0,136.0,120,1842,298642,4583,298642,4,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14321,2020-10-01,Pennsylvania,160123.0,3079975.0,8160.0,1156,10512,2049762,26159,2049762,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5034,2020-10-01,Illinois,297929.0,5690437.0,8940.0,2166,0,297929,65615,297929,24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12848,2020-10-01,North Dakota,22170.0,619331.0,259.0,367,1036,242852,5844,242852,10,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10613,2020-10-01,Nevada,80410.0,1032653.0,1603.0,430,3031,701557,6366,701557,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3157,2020-10-01,District of Columbia,15358.0,390180.0,628.0,32,0,15358,2320,15358,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2789,2020-10-01,Delaware,20787.0,431545.0,636.0,174,1481,288217,1399,288217,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10245,2020-10-01,Nebraska,45564.0,624954.0,478.0,520,3384,459542,6602,459542,0,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15796,2020-10-01,Tennessee,197432.0,2894875.0,2501.0,1293,0,197432,18153,197432,47,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5776,2020-10-01,Iowa,86634.0,770943.0,1360.0,1038,5038,770943,6076,770943,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3561,2020-10-01,Florida,700602.0,8094054.0,14619.0,2551,22023,5321279,59906,5317293,131,213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7242,2020-10-01,Maine,5431.0,432785.0,142.0,40,0,5431,7194,5431,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12482,2020-10-01,North Carolina,212909.0,3058629.0,3579.0,2277,0,212909,28574,212909,47,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11742,2020-10-01,New Mexico,29661.0,928389.0,882.0,226,0,29661,7380,29661,5,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13951,2020-10-01,Oregon,33509.0,1086859.0,559.0,218,6272,685873,14344,685873,4,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16532,2020-10-01,Utah,74050.0,1066905.0,459.0,1008,6141,827136,10787,827136,0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9858,2020-10-01,Montana,13500.0,348709.0,181.0,429,0,13500,5551,13500,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6143,2020-10-01,Kansas,59749.0,521450.0,678.0,0,0,521450,0,521450,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
